event_type,event_type_slug,instrumented_commit,instrumented_pr,instrumented_date,instrumented_author_email,retired_commit,retired_pr,retired_date,retired_author_email,last_code_change_date,call_site_count,call_site_retired_date,updated_at
Onboarding - Welcome Completed,onboarding_welcome_completed,85954771b6d545e35af77bf5ca3ae86e9cbdb80d,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding V2 - Ballot Status Completed,onboarding_v2_ballot_status_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Ballot Status Viewed,onboarding_v2_ballot_status_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Campaign Manager Clicked,onboarding_v2_campaign_manager_clicked,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Campaign Story Completed,onboarding_v2_campaign_story_completed,,,,,,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,,2026-07-27,,,2026-07-27T16:39:02
Onboarding V2 - Campaign Story Skipped,onboarding_v2_campaign_story_skipped,f696b55c89915108629df813f51b407b977f4fe6,,2026-07-16,5633757+dealvz@users.noreply.github.com,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - Campaign Story Viewed,onboarding_v2_campaign_story_viewed,f696b55c89915108629df813f51b407b977f4fe6,,2026-07-16,5633757+dealvz@users.noreply.github.com,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - Community Events Displayed,onboarding_v2_community_events_displayed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Community Events Requested,onboarding_v2_community_events_requested,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Community Events Results Received,onboarding_v2_community_events_results_received,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Media Displayed,onboarding_v2_media_displayed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Media Requested,onboarding_v2_media_requested,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Media Results Received,onboarding_v2_media_results_received,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - New Campaign Context Completed,onboarding_v2_new_campaign_context_completed,9cd8b68a5e50b3eec249595ea4d927de286b9680,https://github.com/thegoodparty/omni/pull/151,2026-06-15,admin@velocinator.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding V2 - New Campaign Context Viewed,onboarding_v2_new_campaign_context_viewed,9cd8b68a5e50b3eec249595ea4d927de286b9680,https://github.com/thegoodparty/omni/pull/151,2026-06-15,admin@velocinator.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding V2 - Office Completed,onboarding_v2_office_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Office Next Clicked,onboarding_v2_office_next_clicked,649d14e2bcffef78ea08c0063c0905fe3369dc4a,https://github.com/thegoodparty/omni/pull/22,2026-06-09,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-09,,,2026-06-30T20:12:33
Onboarding V2 - Office Viewed,onboarding_v2_office_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Onboarding Skipped,onboarding_v2_onboarding_skipped,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - Party Designation Blocked,onboarding_v2_party_designation_blocked,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Party Designation Completed,onboarding_v2_party_designation_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Party Designation Viewed,onboarding_v2_party_designation_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Plan Downloaded,onboarding_v2_plan_downloaded,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Plan Shared,onboarding_v2_plan_shared,3ca192ba46e2cb82bcf8e84ee0ebce7fe856793a,https://github.com/thegoodparty/omni/pull/171,2026-06-16,tristan@goodparty.org,,,,,2026-06-16,,,2026-06-30T20:12:33
Onboarding V2 - Pledge Completed,onboarding_v2_pledge_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Pledge Submit Clicked,onboarding_v2_pledge_submit_clicked,649d14e2bcffef78ea08c0063c0905fe3369dc4a,https://github.com/thegoodparty/omni/pull/22,2026-06-09,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-09,,,2026-06-30T20:12:33
Onboarding V2 - Pledge Viewed,onboarding_v2_pledge_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Resources Completed,onboarding_v2_resources_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding V2 - Resources Viewed,onboarding_v2_resources_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding V2 - Strategic Landscape Displayed,onboarding_v2_strategic_landscape_displayed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Strategic Landscape Requested,onboarding_v2_strategic_landscape_requested,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Strategic Landscape Results Received,onboarding_v2_strategic_landscape_results_received,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Voter Insights Completed,onboarding_v2_voter_insights_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Voter Insights Viewed,onboarding_v2_voter_insights_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Votes Needed Calculated,onboarding_v2_votes_needed_calculated,649d14e2bcffef78ea08c0063c0905fe3369dc4a,https://github.com/thegoodparty/omni/pull/22,2026-06-09,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-09,,,2026-06-30T20:12:33
Onboarding V2 - Votes Needed Completed,onboarding_v2_votes_needed_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Votes Needed Failed,onboarding_v2_votes_needed_failed,649d14e2bcffef78ea08c0063c0905fe3369dc4a,https://github.com/thegoodparty/omni/pull/22,2026-06-09,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-09,,,2026-06-30T20:12:33
Onboarding V2 - Votes Needed Viewed,onboarding_v2_votes_needed_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-08,,,2026-06-30T20:12:33
Onboarding V2 - Welcome Completed,onboarding_v2_welcome_completed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,,,2026-06-30T20:12:33
Onboarding V2 - Welcome Viewed,onboarding_v2_welcome_viewed,7168448e9bf8ec252d9ad7ed5068bfff62d6769a,https://github.com/thegoodparty/omni/pull/2002,2026-06-08,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,,,2026-06-30T20:12:33
Onboarding V2 - What Issues Do You Want To Solve Completed,onboarding_v2_what_issues_do_you_want_to_solve_completed,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - What Issues Do You Want To Solve Viewed,onboarding_v2_what_issues_do_you_want_to_solve_viewed,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - What's Your Background Completed,onboarding_v2_whats_your_background_completed,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - What's Your Background Viewed,onboarding_v2_whats_your_background_viewed,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - Why Are You Running Completed,onboarding_v2_why_are_you_running_completed,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding V2 - Why Are You Running Viewed,onboarding_v2_why_are_you_running_viewed,24b0817c5de3c51dedd808c88f026a7e85b2ed39,https://github.com/thegoodparty/omni/pull/1018,2026-07-27,5633757+dealvz@users.noreply.github.com,,,,,2026-07-27,,,2026-07-28T22:45:44
Onboarding: Click Finish Later,onboarding_click_finish_later,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Ordinances - Authority Completed,ordinances_authority_completed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:20
Ordinances - Authority Viewed,ordinances_authority_viewed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:20
Ordinances - Clarify Completed,ordinances_clarify_completed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:20
Ordinances - Clarify Viewed,ordinances_clarify_viewed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:20
Ordinances - Current Law Completed,ordinances_current_law_completed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:20
Ordinances - Current Law Viewed,ordinances_current_law_viewed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:20
Ordinances - Draft Creation Completed,ordinances_draft_creation_completed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - Draft Creation Viewed,ordinances_draft_creation_viewed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - Draft Details Deleted,ordinances_draft_details_deleted,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - Draft Details Downloaded,ordinances_draft_details_downloaded,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - Draft Details Status Updated,ordinances_draft_details_status_updated,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - Draft Details Viewed,ordinances_draft_details_viewed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - How Others Solved It Completed,ordinances_how_others_solved_it_completed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Ordinances - How Others Solved It Viewed,ordinances_how_others_solved_it_viewed,,https://github.com/thegoodparty/omni/pull/1039,2026-07-27,,,,,,2026-07-27,,,2026-07-27T23:25:21
Org Switcher - Organization Switched,org_switcher_organization_switched,7d6668ba391fe68eb744fd6f98f4fdcf4377a295,https://github.com/thegoodparty/omni/pull/151,2026-06-15,admin@velocinator.com,,,,,2026-06-15,1,,2026-06-30T20:12:33
Org Switcher - Run For Office Clicked,org_switcher_run_for_office_clicked,7d6668ba391fe68eb744fd6f98f4fdcf4377a295,https://github.com/thegoodparty/omni/pull/151,2026-06-15,admin@velocinator.com,,,,,2026-06-15,1,,2026-06-30T20:12:33
Outreach - Action Clicked,outreach_action_clicked,334568cc8a740eadaa6578acb4699e660b18437f,https://github.com/thegoodparty/omni/pull/743,2025-07-03,lurchbulldog@gmail.com,,,,,2025-07-03,,,2026-06-30T20:12:33
Outreach - Click Create,outreach_click_create,334568cc8a740eadaa6578acb4699e660b18437f,https://github.com/thegoodparty/omni/pull/743,2025-07-03,lurchbulldog@gmail.com,,,,,2025-07-03,,,2026-06-30T20:12:33
Outreach - Door Knocking: Complete,outreach_door_knocking_complete,334568cc8a740eadaa6578acb4699e660b18437f,https://github.com/thegoodparty/omni/pull/743,2025-07-03,lurchbulldog@gmail.com,,,,,2025-07-03,,,2026-06-30T20:12:33
Outreach - Phone Banking: Complete,outreach_phone_banking_complete,334568cc8a740eadaa6578acb4699e660b18437f,https://github.com/thegoodparty/omni/pull/743,2025-07-03,lurchbulldog@gmail.com,,,,,2025-07-03,,,2026-06-30T20:12:33
Outreach - Social Media: Complete,outreach_social_media_complete,334568cc8a740eadaa6578acb4699e660b18437f,https://github.com/thegoodparty/omni/pull/743,2025-07-03,lurchbulldog@gmail.com,,,,,2025-07-03,,,2026-06-30T20:12:33
Outreach - View Accessed,outreach_view_accessed,334568cc8a740eadaa6578acb4699e660b18437f,https://github.com/thegoodparty/omni/pull/743,2025-07-03,lurchbulldog@gmail.com,,,,,2025-07-03,,,2026-06-30T20:12:33
P2P Upgrade - Modal: Click Button,p2p_upgrade_modal_click_button,2b9f22689ccc9e29678a4482de65a62db2e1d322,https://github.com/thegoodparty/omni/pull/946,2025-09-09,lurchbulldog@gmail.com,,,,,2025-09-09,,,2026-06-30T20:12:33
P2P Upgrade - Modal: Exit,p2p_upgrade_modal_exit,2b9f22689ccc9e29678a4482de65a62db2e1d322,https://github.com/thegoodparty/omni/pull/946,2025-09-09,lurchbulldog@gmail.com,,,,,2025-09-09,,,2026-06-30T20:12:33
P2P Upgrade - Modal: Modal Shown,p2p_upgrade_modal_modal_shown,2b9f22689ccc9e29678a4482de65a62db2e1d322,https://github.com/thegoodparty/omni/pull/946,2025-09-09,lurchbulldog@gmail.com,,,,,2025-09-09,,,2026-06-30T20:12:33
Page,page,,,,,,,,,,,,2026-06-30T20:12:33
Page Viewed,page_viewed,,,,,,,,,,,,2026-06-30T20:12:33
Payment - Completed,payment_completed,25a465774e01692e3283ad7eb15abc7452d75fc5,https://github.com/thegoodparty/omni/pull/1113,2025-11-04,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Payment - Review and Pay Screen Viewed,payment_review_and_pay_screen_viewed,25a465774e01692e3283ad7eb15abc7452d75fc5,https://github.com/thegoodparty/omni/pull/1113,2025-11-04,swain.molster@gmail.com,,,,,2025-11-04,1,,2026-06-30T20:12:33
Payment - Schedule and Pay Viewed,payment_schedule_and_pay_viewed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Peerly Identity ID Created,peerly_identity_id_created,b19aa50fe179917d6f05485f067bf6969a148db3,https://github.com/thegoodparty/omni/pull/564,2026-06-30,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-30,,,2026-07-13T17:19:23
Poll - Results Synthesis Complete,poll_results_synthesis_complete,8293df56527c17f0fa9e42c99caf625438dd7242,https://github.com/thegoodparty/omni/pull/636,2025-10-13,swain.molster@gmail.com,,,,,2025-10-15,,,2026-06-30T20:12:33
Polls - Add Image Completed,polls_add_image_completed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Add Image Viewed,polls_add_image_viewed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Audience Selection Completed,polls_audience_selection_completed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Audience Selection Viewed,polls_audience_selection_viewed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Create Poll Clicked,polls_create_poll_clicked,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Expand Poll Recommendations Completed,polls_expand_poll_recommendations_completed,25a465774e01692e3283ad7eb15abc7452d75fc5,https://github.com/thegoodparty/omni/pull/1113,2025-11-04,swain.molster@gmail.com,,,,,2025-11-04,1,,2026-06-30T20:12:33
Polls - Expand Poll Recommendations Viewed,polls_expand_poll_recommendations_viewed,25a465774e01692e3283ad7eb15abc7452d75fc5,https://github.com/thegoodparty/omni/pull/1113,2025-11-04,swain.molster@gmail.com,,,,,2025-11-04,1,,2026-06-30T20:12:33
Polls - Expand Poll Review Viewed,polls_expand_poll_review_viewed,25a465774e01692e3283ad7eb15abc7452d75fc5,https://github.com/thegoodparty/omni/pull/1113,2025-11-04,swain.molster@gmail.com,,,,,2025-11-04,1,,2026-06-30T20:12:33
Polls - Low Confidence Modal Clicked,polls_low_confidence_modal_clicked,907174177b76b62992ff33439ebcd8b1d59d5e0a,https://github.com/thegoodparty/omni/pull/1382,2026-03-09,collin@goodparty.org,,,,,2026-03-09,1,,2026-06-30T20:12:33
Polls - Poll Bias Detection Shown,polls_poll_bias_detection_shown,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Poll Preview Completed,polls_poll_preview_completed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Poll Preview Viewed,polls_poll_preview_viewed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Poll Question Completed,polls_poll_question_completed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Poll Question Optimized,polls_poll_question_optimized,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Poll Question Viewed,polls_poll_question_viewed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Poll Results Issue Details Viewed,polls_poll_results_issue_details_viewed,24d9f8f48bfc6f173af3257d28bb7c35fc2d5c0f,https://github.com/thegoodparty/omni/pull/1135,2025-11-11,swain.molster@gmail.com,,,,,2025-11-11,1,,2026-06-30T20:12:33
Polls - Poll Results Overview Viewed,polls_poll_results_overview_viewed,24d9f8f48bfc6f173af3257d28bb7c35fc2d5c0f,https://github.com/thegoodparty/omni/pull/1135,2025-11-11,swain.molster@gmail.com,,,,,2025-11-11,1,,2026-06-30T20:12:33
Polls - Schedule Poll Completed,polls_schedule_poll_completed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Polls - Schedule Poll Viewed,polls_schedule_poll_viewed,446ad6a04274cf3799c0d7cd0347e596cb313a49,https://github.com/thegoodparty/omni/pull/1230,2025-12-10,swain.molster@gmail.com,,,,,2026-02-08,1,,2026-06-30T20:12:33
Pro Upgrade - Banner Viewed,pro_upgrade_banner_viewed,54770c93280dd2e2b0febcaa23ac3d73028287f7,https://github.com/thegoodparty/omni/pull/2001,2026-06-08,tomer@goodparty.org,,,,,2026-06-08,1,,2026-06-30T20:12:33
Pro Upgrade - Banner: Click Get Pro,pro_upgrade_banner_click_get_pro,54770c93280dd2e2b0febcaa23ac3d73028287f7,https://github.com/thegoodparty/omni/pull/2001,2026-06-08,tomer@goodparty.org,,,,,2026-06-08,1,,2026-06-30T20:12:33
Pro Upgrade - Candidate Profile Submitted,pro_upgrade_candidate_profile_submitted,fd74078f7caa3d32df9f6d362ab5d18d10340452,https://github.com/thegoodparty/omni/pull/1970,2026-06-05,tomer@goodparty.org,,,,,2026-06-05,,,2026-06-30T20:12:33
Pro Upgrade - Candidate Profile Viewed,pro_upgrade_candidate_profile_viewed,001203d930501b41ed0b51c7a3551620d2ede502,https://github.com/thegoodparty/omni/pull/1939,2026-06-03,tomer@goodparty.org,,,,,2026-06-03,1,,2026-06-30T20:12:33
Pro Upgrade - Committee Check Page: Click Upload,pro_upgrade_committee_check_page_click_upload,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Pro Upgrade - Committee Check Page: Click back,pro_upgrade_committee_check_page_click_back,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - Committee Check Page: Click next,pro_upgrade_committee_check_page_click_next,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
"Pro Upgrade - Committee Check Page: Hover ""EIN number"" help",pro_upgrade_committee_check_page_hover_ein_number_help,1c56e4c5094fa0dfdbbfe55fbaf0e43a2ca9e475,https://github.com/thegoodparty/omni/pull/1132,2025-11-11,lurchbulldog@gmail.com,,,,,2025-11-11,1,,2026-06-30T20:12:33
"Pro Upgrade - Committee Check Page: Hover ""Name of Campaign Committee"" help",pro_upgrade_committee_check_page_hover_name_of_campaign_committee_help,1c56e4c5094fa0dfdbbfe55fbaf0e43a2ca9e475,https://github.com/thegoodparty/omni/pull/1132,2025-11-11,lurchbulldog@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
